Company(Maker-if known);SpecificBeanOrigin or BarName;REF;ReviewDate;CocoaPercent;CompanyLocation;Rating;BeanType;BroadBeanOrigin
Cacao Store;Vietnam;1684;2015;0,7;Japan;35;Trinitario;Vietnam
Cacaosuyo (Theobroma Inversiones);Piura;1173;2013;0,7;Peru;325;nan;Peru
Cacaoyere (Ecuatoriana);Amazonia;237;2008;0,63;Ecuador;35;Forastero (Arriba);Ecuador
Cacaoyere (Ecuatoriana);Esmeraldas;237;2008;0,71;Ecuador;35;Forastero (Arriba);Ecuador
Cacaoyere (Ecuatoriana);Bolivar;245;2008;0,82;Ecuador;25;Forastero (Arriba);Ecuador
Cacaoyere (Ecuatoriana);Pichincha;259;2008;0,91;Ecuador;15;Forastero (Arriba);Ecuador
Callebaut;Grenade;296;2008;0,6;Belgium;275;Trinitario;Grenada
Callebaut;Baking;141;2007;0,7;Belgium;1;nan;Ecuador
C-Amaro;Cuba;1442;2014;0,75;Italy;25;nan;Cuba
C-Amaro;Dominican Republic;1442;2014;0,72;Italy;3;nan;Dominican Republic
C-Amaro;Lago di Como, Blu;1442;2014;0,7;Italy;35;Blend; 
C-Amaro;Ecuador;1185;2013;1;Italy;35;nan;Ecuador
C-Amaro;Venezuela;809;2012;0,8;Italy;3;nan;Venezuela
C-Amaro;Sao Tome;749;2011;0,78;Italy;225;Forastero;Sao Tome
C-Amaro;Trinidad;765;2011;0,7;Italy;25;Trinitario;Trinidad
Cao;Porcelana;1804;2016;0,75;U.S.A.;25;Criollo;Venezuela
Cao;Tanzania;1804;2016;0,73;U.S.A.;275;nan;Tanzania
Cao;Porcelana, Batch 5163;1804;2016;0,7;U.S.A.;3;Criollo;Venezuela
Cao;Bolivia;1808;2016;0,75;U.S.A.;3;nan;Bolivia
Cao;Brazil;1808;2016;0,7;U.S.A.;325;Trinitario;Brazil
Caoni (Tulicorp);Esmeraldas;237;2008;0,77;Ecuador;2;Forastero (Arriba);Ecuador
Caoni (Tulicorp);Manabi;237;2008;0,77;Ecuador;25;Forastero (Arriba);Ecuador
Caoni (Tulicorp);Los Rios;245;2008;0,77;Ecuador;275;Forastero (Arriba);Ecuador
Caoni (Tulicorp);Manabi;266;2008;0,55;Ecuador;3;Forastero (Arriba);Ecuador
Caoni (Tulicorp);Los Rios;269;2008;0,55;Ecuador;325;Forastero (Arriba);Ecuador
Caoni (Tulicorp);Esmeraldas;269;2008;0,55;Ecuador;35;Forastero (Arriba);Ecuador
Captain Pembleton;Saidor Estate, Madang P.;1263;2014;0,7;New Zealand;35;Trinitario;Papua New Guinea
Captain Pembleton;Kulili Estate;1263;2014;0,7;New Zealand;375;nan;Papua New Guinea
Caribeans;Antigua, Special Reserve;1582;2015;0,72;Costa Rica;35;nan;Guatemala
Caribeans;Talamanca, Raul-Kekoldo community;1586;2015;0,72;Costa Rica;325;nan;Costa Rica
Caribeans;Anselmo Paraiso Estate;1586;2015;0,72;Costa Rica;35;nan;Costa Rica
Caribeans;Costa Rica;841;2012;0,72;Costa Rica;3;Forastero;Costa Rica
Caribeans;Costa Rica;845;2012;0,8;Costa Rica;275;Forastero;Costa Rica
Carlotta Chocolat;Arauca;1884;2016;0,65;Colombia;3;Trinitario;Colombia
Carlotta Chocolat;Tumaco;1888;2016;0,65;Colombia;325;Trinitario;Colombia
Carlotta Chocolat;Cordoba;1888;2016;0,65;Colombia;325;Trinitario;Colombia
Carlotta Chocolat;Huila;1888;2016;0,65;Colombia;35;Trinitario;Colombia
Carlotta Chocolat;Cesar;1888;2016;0,65;Colombia;35;CCN51;Colombia
Castronovo;Maya Mtn, Batch 454, Heirloom;1724;2016;0,72;U.S.A.;4;Trinitario;Belize
Castronovo;the lost city, gracias a dias, batch 362;1570;2015;0,72;U.S.A.;35;Trinitario;Honduras
Castronovo;Duarte, Batch 360;1570;2015;0,7;U.S.A.;375;Criollo, Trinitario;Domincan Republic
Castronovo;Piaroa, Amazonas, Batch 350;1574;2015;0,72;U.S.A.;35;nan;Venezuela
Castronovo;Sierra Nevada;1347;2014;0,72;U.S.A.;35;Criollo, Trinitario;Colombia
Castronovo;Arauca;1371;2014;0,76;U.S.A.;35;Criollo, Trinitario;Colombia
Castronovo;Elvesia P.;1407;2014;0,7;U.S.A.;275;Trinitario;Dominican Republic
Castronovo;Bolivia;1101;2013;0,7;U.S.A.;3;Trinitario;Bolivia
Castronovo;Conacado;1101;2013;0,73;U.S.A.;35;Trinitario;Dominican Republic
Castronovo;San Martin;1105;2013;0,7;U.S.A.;25;Criollo;Peru
Castronovo;Guaniamo, Amazonas;1105;2013;0,7;U.S.A.;325;nan;Venezuela
Castronovo;Nicaragua;1109;2013;0,72;U.S.A.;325;Trinitario;Nicaragua
Castronovo;Tumbes;1153;2013;0,7;U.S.A.;275;Criollo;Peru
Castronovo;Guaniamo;1153;2013;0,72;U.S.A.;3;nan;Venezuela
Cello;Ecuador;1247;2014;0,7;U.S.A.;25;nan;Ecuador
Cello;Peru;1247;2014;0,7;U.S.A.;275;nan;Peru
Cello;Venezuela;1251;2014;0,7;U.S.A.;275;nan;Venezuela
Cello;Bolivia;1251;2014;0,7;U.S.A.;3;nan;Bolivia
Cemoi;Equateur;404;2009;0,72;France;275;nan;Ecuador
Chaleur B;Uganda;1426;2014;0,7;Canada;275;Forastero;Uganda
Charm School;Maya Mtn;1900;2016;0,7;U.S.A.;325;nan;Belize
Chchukululu (Tulicorp);Arriba;486;2010;0,55;Ecuador;275;Forastero (Arriba);Ecuador
Chchukululu (Tulicorp);Los Rios;252;2008;0,75;Ecuador;3;Forastero (Arriba);Ecuador
Chequessett;la Amistad;1235;2014;0,7;U.S.A.;35;nan;Costa Rica
Chloe Chocolat;Blend No. 1;672;2011;0,7;France;35;nan; 
Chocablog;Ecuador;1454;2015;0,7;U.K.;325;nan;Ecuador
Choco Del Sol;Maya Mountain w/ nibs;1407;2014;0,75;Germany;3;Trinitario;Belize
Choco Del Sol;Maya Mountain;1407;2014;0,82;Germany;325;Trinitario;Belize
Choco Dong;Mekong Delta, early 2014 Harvest;1696;2015;0,7;South Korea;275;Trinitario;Vietnam
Choco Dong;Tawau, Oct. 2015 Harvest;1696;2015;0,7;South Korea;35;Trinitario;Malaysia
Chocolarder;Peru;1482;2015;0,65;U.K.;25;Criollo;Peru
Chocolarder;Peru + nibs;1482;2015;0,65;U.K.;275;Criollo;Peru
Chocolarder;Dominican Republic;1514;2015;0,8;U.K.;25;nan;Dominican Republic
Chocola'te;Madagascar;647;2011;0,7;U.S.A.;375;Trinitario;Madagascar
Chocola'te;Venezuela;647;2011;0,68;U.S.A.;375;nan;Venezuela
Chocolate Alchemist-Philly;"Tumbes, ""Zarumilla""";1772;2016;0,9;U.S.A.;25;nan;Peru
Chocolate Alchemist-Philly;Philly Blend, 5 plantations;1772;2016;0,8;U.S.A.;25;nan; 
Chocolate Con Amor;Wild Bolivian;1760;2016;0,7;U.S.A.;25;nan;Bolivia
Chocolate Con Amor;Uganda;1760;2016;0,7;U.S.A.;275;nan;Uganda
Chocolate Con Amor;Dominican Republic;1764;2016;0,6;U.S.A.;3;nan;Dominican Republic
Chocolate Con Amor;Dominican Republic;1764;2016;0,75;U.S.A.;3;nan;Dominican Republic
Chocolate Con Amor;Ocumare;1764;2016;0,8;U.S.A.;3;Criollo (Ocumare);Venezuela
Chocolate Con Amor;Ecuador;1764;2016;0,7;U.S.A.;325;nan;Ecuador
Chocolate Con Amor;Nicaragua;1768;2016;0,8;U.S.A.;275;nan;Nicaragua
Chocolate Conspiracy;Peru;1259;2014;0,74;U.S.A.;275;nan;Peru
Chocolate Makers;Tres Hombres;1530;2015;0,75;Amsterdam;325;Trinitario;Dominican Republic
Chocolate Makers;Congo, Gorilla bar;1530;2015;0,68;Amsterdam;35;Forastero;Congo
Chocolate Makers;Peru, Awagum bar;1530;2015;0,8;Amsterdam;375;Criollo;Peru
Chocolate Tree, The;Maranon;1582;2015;0,69;Scotland;375;Forastero (Nacional);Peru
Chocolate Tree, The;Carenero Superior;1582;2015;0,8;Scotland;375;Trinitario;Venezuela
Chocolate Tree, The;Peru;1121;2013;0,7;Scotland;375;Forastero (Nacional);Peru
Chocolate Tree, The;Ecuador;919;2012;0,82;Scotland;25;Forastero (Arriba);Ecuador
Chocolate Tree, The;Peru;919;2012;0,68;Scotland;275;Criollo;Peru
Chocolate Tree, The;Madagascar;919;2012;0,72;Scotland;325;Criollo;Madagascar
Chocolats Privilege;Xoconusco;1219;2014;0,7;Canada;25;Criollo;Mexico
ChocoReko;Patanemo;1454;2015;0,77;Japan;3;Criollo;Venezuela
Chocosol;Chiapas, Lacandon Jungle, Oaxacom Mtn;682;2011;0,65;Canada;325;nan;Mexico
Chocovic;Xoconusco;478;2010;0,71;Spain;325;Criollo;Mexico
Chocovic;Sambirano;478;2010;0,71;Spain;35;Trinitario;Madagascar
Chocovic;Kendari;439;2009;0,6;Spain;325;nan; 
Chocovic;Tarakan;439;2009;0,75;Spain;325;nan; 
Chocovic;Ocumare;209;2008;0,71;Spain;35;Criollo;Venezuela
Chocovic;Bolivar, Guaranda;117;2007;0,71;Spain;25;Forastero (Arriba);Ecuador
Chocovic;Guyave;117;2007;0,71;Spain;25;Trinitario;Grenada
Chocovic;Maragda;117;2007;0,7;Spain;3;Blend; 
Chocovivo;Tabasco;1522;2015;0,65;U.S.A.;25;Trinitario;Mexico
Chocovivo;Tabasco;1522;2015;0,75;U.S.A.;25;Trinitario;Mexico
Choklat;Ocumare;377;2009;0,8;Canada;25;Criollo;Venezuela
Choklat;Porcelana, Tabasco;377;2009;0,7;Canada;275;Criollo;Mexico
Choklat;Brazilian;377;2009;0,7;Canada;3;nan;Brazil
Choklat;Brazilian;377;2009;0,8;Canada;3;nan;Brazil
Choklat;Ocumare;377;2009;0,7;Canada;3;Criollo;Venezuela
Chokolat Elot (Girard);Guadeloupe;1149;2013;0,42;Martinique;275;nan;Martinique
Choocsol;Chiapas, Lacandon Jungle, Oaxacom Mtn;1832;2016;0,75;Canada;325;nan;Mexico
Christopher Morel (Felchlin);Maranon Canyon, Fortunato No. 4;666;2011;0,68;Canada;375;Forastero (Nacional);Peru
Chuao Chocolatier;Choroni;445;2009;0,61;U.S.A.;3;Criollo;Venezuela
Chuao Chocolatier (Pralus);Chuao;486;2010;0,77;U.S.A.;275;Trinitario;Venezuela
Claudio Corallo;Terreiro Velho P.;470;2010;7,35;Sao Tome;375;Forastero;Sao Tome & Principe
Claudio Corallo;Terreiro Velho P. w/ sugar crystals;209;2008;0,8;Sao Tome;3;Forastero;Sao Tome & Principe
Claudio Corallo;Terreiro Velho P.;227;2008;0,75;Sao Tome;4;Forastero;Sao Tome & Principe
Claudio Corallo;Principe;252;2008;1;Sao Tome;1;Forastero;Sao Tome & Principe
Cloudforest;Camino Verde P., Balao, Guayas, 2014;1486;2015;0,73;U.S.A.;35;nan;Ecuador
Coleman & Davis;Sambirano;1646;2015;0,75;U.S.A.;3;Trinitario;Madagascar
Compania de Chocolate (Salgado);Sur del Lago;579;2010;0,7;Argentina;325;nan;Venezuela
Compania de Chocolate (Salgado);Carenero Superior;292;2008;0,8;Argentina;275;Trinitario;Venezuela
Compania de Chocolate (Salgado);Moxos;292;2008;0,72;Argentina;325;nan;Bolivia
Compania de Chocolate (Salgado);Ocumare;292;2008;0,7;Argentina;375;Criollo;Venezuela
Compania de Chocolate (Salgado);Esmeraldas;296;2008;0,88;Argentina;275;Forastero (Nacional);Ecuador
Condor;Camino Verde;1630;2015;0,76;U.S.A.;35;nan;Ecuador
Confluence;Tien Giang, 2015, batch 10-2-16;1916;2016;0,78;U.S.A.;275;Trinitario;Vietnam
Coppeneur;Ecuador, Puristique;1169;2013;0,65;Germany;325;Forastero (Nacional);Ecuador
Coppeneur;Ghana Puristique;813;2012;0,85;Germany;35;Forastero;Ghana
Coppeneur;Ecuador Puristique;817;2012;1;Germany;15;nan;Ecuador
Coppeneur;Uba Budo;821;2012;0,72;Germany;375;Forastero;Sao Tome & Principe
Coppeneur;Madagascar;959;2012;0,7;Germany;35;Trinitario;Madagascar
Coppeneur;Grenada;470;2010;0,72;Germany;325;Trinitario;Grenada
Coppeneur;Chuao;478;2010;0,7;Germany;3;Trinitario;Venezuela
Coppeneur;Los Rios, H. Iara;558;2010;0,72;Germany;25;Nacional;Ecuador
Coppeneur;Trinidad;558;2010;0,72;Germany;3;Trinitario;Trinidad
Coppeneur;Jamaica;558;2010;0,72;Germany;325;Trinitario;Jamaica
Coppeneur;Ocumare 61;558;2010;0,72;Germany;325;Criollo (Ocumare 61);Venezuela
Coppeneur;Porcelana, Apotequil;341;2009;0,72;Germany;3;Criollo;Peru
Coppeneur;Porcelana, Apotequil;445;2009;0,62;Germany;325;Criollo;Peru
Coppeneur;Chuao 100hr;451;2009;0,7;Germany;35;Criollo, Trinitario;Venezuela
Coppeneur;Chuao 70hr;451;2009;0,7;Germany;375;Criollo, Trinitario;Venezuela
Coppeneur;Porcelana, Tabasco, Mexico;220;2008;0,72;Germany;3;Criollo;Mexico
Coppeneur;Porcelana, Venezuela;220;2008;0,72;Germany;3;Criollo (Porcelana);Venezuela
Coppeneur;Sambirano, Menava P.;196;2007;0,72;Germany;3;Trinitario;Madagascar
Cote d' Or (Kraft);Sensations Intense;48;2006;0,7;Belgium;1;nan; 
Cravve;New Ireland;1283;2014;0,7;Australia;25;Forastero;Papua New Guinea
Cravve;Vanuatu, batch 2410;1335;2014;0,83;Australia;275;Trinitario;Vanuatu
Cravve;Tanzania, batch a1;971;2012;0,75;Australia;325;Forastero;Tanzania
Cravve;Bahia, batch a1213;975;2012;0,65;Australia;325;Trinitario;Brazil
Cravve;Namau Village, N. Taileva P., batch a2812;975;2012;0,67;Australia;325;Trinitario;Fiji
Cravve;Vanuatu;975;2012;0,64;Australia;325;Trinitario;Vanuatu
Cravve;Djual Island;975;2012;0,75;Australia;35;Forastero;Papua New Guinea
Creo;"""heirloom"", Arriba Nacional";1736;2016;0,85;U.S.A.;325;Forastero (Nacional);Ecuador
Creo;"""heirloom"", Arriba Nacional";1736;2016;0,73;U.S.A.;375;Forastero (Nacional);Ecuador
Daintree;Goodman Estate;1654;2015;0,7;Australia;275;nan;Australia
Daintree;Daintree Estates, N. Queensland;785;2011;0,7;Australia;325;nan;Australia
Dalloway;Dominican Republic, batch 7;1928;2017;0,72;U.S.A.;275;nan;Dominican Republic
Damson;Robson Estate;1610;2015;0,7;U.K.;3;Trinitario;Trinidad
Damson;Los Rios;1610;2015;0,7;U.K.;35;nan;Ecuador
Damson;Crayfish Bay aka Non Pariel Estate;1666;2015;0,7;U.K.;225;nan;Grenada
Damson;O'Payo;1666;2015;0,7;U.K.;275;nan;Nicaragua
Dandelion;Zorzal Reserva, 2015 H., Kerchner;1816;2016;0,7;U.S.A.;375;nan; 
Dandelion;Maya Mtn., Break Bar- Snark;1446;2015;0,7;U.S.A.;3;Trinitario;Belize
Dandelion;Maya Mountain;1219;2014;0,7;U.S.A.;35;Trinitario;Belize
Dandelion;Camino Verde P., Balao, Guayas, 2013;1295;2014;0,7;U.S.A.;35;nan;Ecuador
Dandelion;Buto;1303;2014;0,7;U.S.A.;275;nan;Liberia
Dandelion;San Francisco de Macoris, Cibao region;1387;2014;0,7;U.S.A.;375;nan;Dominican Republic
Dandelion;Cumboto, farmer Jose Lugo;1026;2013;0,7;U.S.A.;275;nan;Venezuela
Dandelion;Patanemo;1026;2013;0,7;U.S.A.;325;nan;Venezuela
Dandelion;Mantuano, 2012;1085;2013;0,7;U.S.A.;35;nan;Venezuela
Dandelion;Papua New Guinea;1153;2013;0,7;U.S.A.;35;nan;Papua New Guinea
Dandelion;Upala;805;2012;0,7;U.S.A.;3;nan;Costa Rica
Dandelion;Colombian;805;2012;0,7;U.S.A.;325;nan;Colombia
Dandelion;Elvesia, 2011;915;2012;0,7;U.S.A.;375;nan;Dominican Republic
Dandelion;Dominican Republic;654;2011;0,7;U.S.A.;325;nan;Dominican Republic
Dandelion;Madagascar;654;2011;0,7;U.S.A.;325;Trinitario;Madagascar
Dandelion;Tanzania;654;2011;0,7;U.S.A.;325;nan;Tanzania
Danta;Los Ujuxtes;1223;2014;0,82;Guatemala;325;nan;Guatemala
Danta;Chuao;987;2012;0,75;Guatemala;3;Trinitario;Venezuela
Danta;Los Ujuxtes;987;2012;0,7;Guatemala;375;nan;Guatemala
Danta;Sambirano;987;2012;0,7;Guatemala;375;Trinitario;Madagascar
Danta;Las Acacias E.;987;2012;0,7;Guatemala;4;Criollo;Guatemala
Danta;Oscuro, Finca Chimelb;991;2012;0,7;Guatemala;325;nan;Guatemala
Danta;Los Ujuxtes;661;2011;0,6;Guatemala;35;nan;Guatemala
Danta;Las Acacias E.;423;2009;0,75;Guatemala;3;Criollo;Guatemala
Danta;Las Acacias E.;423;2009;0,6;Guatemala;325;Criollo;Guatemala
DAR;Venezuela, batch 122;1920;2016;0,72;U.S.A.;275;nan;Venezuela
DAR;Vietnam;1920;2016;0,72;U.S.A.;3;Trinitario;Vietnam
DAR;DUO, batch 002;1920;2016;0,7;U.S.A.;325;nan;Ecuador, Costa Rica
Dark Forest;Bolivia;1708;2016;0,75;U.S.A.;325;nan;Bolivia
Dark Forest;Madagascar;1550;2015;0,7;U.S.A.;3;Trinitario;Madagascar
Dark Forest;Ocumare;1550;2015;0,7;U.S.A.;325;nan;Venezuela
Dark Forest;Tanzania;1554;2015;0,7;U.S.A.;3;nan;Tanzania
Dark Forest;Ecuador;1554;2015;0,7;U.S.A.;325;nan;Ecuador
Davis;Ghana;1093;2013;0,7;U.S.A.;25;Forastero;Ghana
Davis;Rainforest;1093;2013;0,7;U.S.A.;275;nan;Dominican Republic
Davis;Venezuela;1093;2013;0,7;U.S.A.;275;nan;Venezuela
Davis;West Africa;907;2012;0,58;U.S.A.;325;Forastero;West Africa
De Mendes;Nativo, Varzea;1462;2015;0,72;Brazil;35;nan;Brazil
De Mendes;Selvagem, Jari;1462;2015;0,65;Brazil;35;nan;Brazil
De Villiers;Bundibugyo District;1832;2016;0,7;South Africa;25;Forastero;Uganda
De Villiers;Sambirano Valley, batch 2477;1832;2016;0,7;South Africa;3;nan;Madagascar
Dean and Deluca (Belcolade);Madagascar;170;2007;0,66;U.S.A.;25;Trinitario;Madagascar
Dean and Deluca (Belcolade);Costa Rica;175;2007;0,64;U.S.A.;3;nan;Costa Rica
Dean and Deluca (Belcolade);Ecuador;175;2007;0,71;U.S.A.;3;nan;Ecuador
Dean and Deluca (Belcolade);Ghana;175;2007;0,6;U.S.A.;3;Forastero;Ghana
Dean and Deluca (Belcolade);Papua New Guinea;180;2007;0,64;U.S.A.;3;nan;Papua New Guinea
Dean and Deluca (Belcolade);Peru;180;2007;0,64;U.S.A.;3;nan;Peru
Debauve & Gallais (Michel Cluizel);Papua New Guinea;423;2009;0,64;France;3;nan;Papua New Guinea
Debauve & Gallais (Michel Cluizel);Venezuela;263;2008;0,66;France;375;nan;Venezuela
Desbarres;Kilombero, batch 41;1916;2016;0,72;Canada;25;nan;Tanzania
DeVries;Bolivian;241;2008;0,8;U.S.A.;275;nan;Bolivia
DeVries;Costa Rica;166;2007;0,77;U.S.A.;35;Trinitario;Costa Rica
DeVries;Dominican Republic;166;2007;0,77;U.S.A.;35;nan;Dominican Republic
Dick Taylor;Lanquin Estate;1952;2017;0,7;U.S.A.;375;nan;Guatemala
Dick Taylor;Tien Giang;1864;2016;0,78;U.S.A.;35;Trinitario;Vietnam
Dick Taylor;Alto Beni, Wild Harvest, Limited Ed.;1634;2015;0,7;U.S.A.;375;nan;Bolivia
Dick Taylor;Elvesia;1235;2014;0,74;U.S.A.;35;nan;Dominican Republic
Dick Taylor;Ecuador, Choc. Garage Exclusive;1034;2013;0,7;U.S.A.;325;nan;Ecuador
Dick Taylor;Camino Verde;1193;2013;0,76;U.S.A.;35;nan;Ecuador
Dick Taylor;Bolivia;895;2012;0,75;U.S.A.;275;nan;Bolivia
Dick Taylor;Belize;955;2012;0,72;U.S.A.;275;Trinitario;Belize
Dick Taylor;Sambirano;661;2011;0,8;U.S.A.;275;Trinitario;Madagascar
Dick Taylor;Sambirano;661;2011;0,72;U.S.A.;3;Trinitario;Madagascar
Dick Taylor;Mantuano;682;2011;0,75;U.S.A.;275;Criollo;Venezuela
Dick Taylor;La Red;769;2011;0,74;U.S.A.;3;nan;Dominican Republic
Dick Taylor;Ecuador;769;2011;0,7;U.S.A.;325;nan;Ecuador
Doble & Bignall;Puerto Cabello;1688;2015;0,85;U.K.;3;nan;Venezuela
Doble & Bignall;Panama, Raven;1371;2014;0,72;U.K.;325;nan;Panama
Doble & Bignall;Puerto Cabello, Mantuano;1371;2014;0,72;U.K.;325;Trinitario;Venezuela
Doble & Bignall;Johe;1407;2014;0,72;U.K.;35;Criollo, Trinitario;Nicaragua
Dole (Guittard);O'ahu, N. Shore, Waialua Estate;311;2009;0,7;U.S.A.;375;nan;Hawaii
Dolfin (Belcolade);Africa;304;2008;0,88;Belgium;3;Forastero;West Africa
Dolfin (Belcolade);Noir;63;2006;0,7;Belgium;15;nan; 
Domori;Hacienda Victoria;1672;2015;0,7;Italy;375;nan;Ecuador
Domori;Ocumare 77;1672;2015;0,7;Italy;375;Criollo (Ocumare 77);Venezuela
Domori;IL100, H. San Jose;1109;2013;1;Italy;3;Criollo;Venezuela
Domori;Morogoro;863;2012;0,7;Italy;35;nan;Tanzania
Domori;Guasare;863;2012;0,7;Italy;375;Criollo;Venezuela
Domori;Canoabo, Hacienda San Jose;693;2011;0,7;Italy;35;Criollo;Venezuela
Domori;Chuao, Hacienda San Jose;470;2010;0,7;Italy;3;Trinitario;Venezuela
Domori;Carupano, H. San Jose;227;2008;0,7;Italy;3;Trinitario;Venezuela
Domori;Teyuna;272;2008;0,7;Italy;3;nan;Colombia
Domori;Blend No. 1;272;2008;0,78;Italy;35;Blend; 
Domori;Ilblend;272;2008;0,7;Italy;375;Blend; 
Domori;Porcelana;111;2007;0,7;Italy;4;Criollo (Porcelana);Venezuela
Domori;Ocumare 61, Puertomar;129;2007;0,75;Italy;325;Criollo (Ocumare 61);Venezuela
Domori;Granella;135;2007;0,6;Italy;325;Trinitario;Venezuela
Domori;Madagascar;135;2007;0,7;Italy;35;Trinitario;Madagascar
Domori;Madagared;192;2007;0,7;Italy;35;Criollo;Madagascar
Domori;Java, Javablond;192;2007;0,7;Italy;375;Criollo;Indonesia
Domori;Ecuador;192;2007;0,7;Italy;4;Forastero (Arriba);Ecuador
Domori;Ocumare 67, Puertofino;192;2007;0,7;Italy;4;Criollo (Ocumare 67);Venezuela
Domori;Sur del Lago Classificado;87;2006;0,7;Italy;3;Trinitario;Venezuela
Domori;Apurimac;87;2006;0,7;Italy;325;Trinitario;Peru
Domori;Carenero Superior;87;2006;0,7;Italy;35;Trinitario;Venezuela
Dormouse;Non Pariel Estate;1880;2016;0,75;U.K.;275;Trinitario;Grenada
Dormouse;Rio Caribe, Batch 7;1672;2015;0,7;U.K.;25;Trinitario;Venezuela
Dormouse;Colombia, Batch 9;1676;2015;0,8;U.K.;275;Criollo, Trinitario;Colombia
Dormouse;Madagascar, Batch 8;1676;2015;0,77;U.K.;275;Criollo, Trinitario;Madagascar
Duffy's;Rio Dulce, Xoco;1662;2015;0,7;U.K.;4;Criollo;Guatemala
Duffy's;Chuno, Xoco;1331;2014;0,7;U.K.;35;Criollo;Nicaragua
Duffy's;Rico Rugoso, Xoco;1331;2014;0,76;U.K.;375;Criollo;Nicaragua
Duffy's;Ocumare;923;2012;0,72;U.K.;375;nan;Venezuela
Duffy's;Indio Rojo, Xoco;623;2011;0,72;U.K.;375;Criollo;Honduras
Duffy's;Dominican Republic;661;2011;0,65;U.K.;35;nan;Dominican Republic
Duffy's;Bocas del Toro, Tierra Oscura;697;2011;0,72;U.K.;3;nan;Panama
Duffy's;Nicaliso, Xoco;697;2011;0,71;U.K.;325;Criollo;Nicaragua
Duffy's;Ocumare;765;2011;0,71;U.K.;35;nan;Venezuela
Duffy's;Panama;516;2010;0,7;U.K.;35;nan;Panama
Duffy's;Corazon del Ecuador, Calceta beans;516;2010;0,72;U.K.;375;nan;Ecuador
Duffy's;Star of Ecuador;523;2010;0,7;U.K.;25;nan;Ecuador
Duffy's;Star of Peru;523;2010;0,7;U.K.;375;nan;Peru
Dulcinea;Dominican Republic;1506;2015;0,7;U.S.A.;325;nan;Dominican Republic
Durand;Madagascar;841;2012;0,82;France;275;Trinitario;Madagascar
Durci;Maranon, Joya Rara;1626;2015;0,7;U.S.A.;35;Forastero (Nacional);Peru
Durci;Rio Caribe, Tepui Treasure;1626;2015;0,7;U.S.A.;35;Trinitario;Venezuela
Durci;Taino Secret;1630;2015;0,7;U.S.A.;325;nan;Domincan Republic
Durci;Carenero, Empyrean Sabor;1630;2015;0,7;U.S.A.;325;Trinitario;Venezuela
Durci;Corona Arriba;1630;2015;0,7;U.S.A.;4;nan;Ecuador
East Van Roasters;Peru;1343;2014;0,7;Canada;325;nan;Peru
East Van Roasters;Madagascar;1343;2014;0,7;Canada;35;Trinitario;Madagascar
East Van Roasters;Dominican Republic;1343;2014;0,7;Canada;375;nan;Dominican Republic
Eau de Rose;Tumaco;1812;2016;0,7;Canada;325;nan;Colombia
Eau de Rose;Arauca;1812;2016;0,7;Canada;325;nan;Colombia
Eclat (Felchlin);Maranon, Good & Evil, w/ nibs;919;2012;0,72;U.S.A.;275;Forastero (Nacional);Peru
Edelmond;Porcelana;1876;2016;0,68;Germany;3;Criollo;Venezuela
El Ceibo;Alto Beni, Covendo Region;709;2011;0,75;Bolivia;375;nan;Bolivia
El Ceibo;Alto Beni;252;2008;0,71;Bolivia;275;nan;Bolivia
El Rey;San Joaquin;1662;2015;0,7;Venezuela;375;nan;Venezuela
El Rey;Rio Caribe, Cariaco;439;2009;6,05;Venezuela;275;Trinitario;Venezuela
El Rey;Rio Caribe, Macuro;439;2009;0,7;Venezuela;3;Trinitario;Venezuela
El Rey;Carenero Superior, Apamate;206;2008;0,74;Venezuela;25;Criollo;Venezuela
El Rey;Carenero Superior, Bucare;206;2008;0,58;Venezuela;25;Criollo;Venezuela
El Rey;Carenero Superior, Mijao;206;2008;0,61;Venezuela;3;Criollo;Venezuela
El Rey;Carenero Superior, Gran Saman;32;2006;0,7;Venezuela;275;Criollo;Venezuela
Emerald Estate;Emerald Estate;1137;2013;0,6;St. Lucia;275;nan;St. Lucia
Emerald Estate;Emerald Estate;1137;2013;0,7;St. Lucia;325;nan;St. Lucia
Emily's;Patanemo;1450;2015;0,79;Japan;3;nan;Venezuela
Emily's;Peru;1454;2015;0,78;Japan;35;Criollo;Peru
ENNA;Wampusirpi, batch 007;1916;2016;0,75;U.S.A.;325;nan;Honduras
Enric Rovira (Claudio Corallo);Terreiro Velho P.;565;2010;0,8;Spain;325;Forastero;Sao Tome & Principe
Erithaj (A. Morin);Ben Tre;1205;2014;0,7;France;325;Trinitario;Vietnam
Erithaj (A. Morin);Ham Luong;1209;2014;0,8;France;3;Trinitario;Vietnam
Erithaj (A. Morin);Ba Lai;1209;2014;0,74;France;325;Trinitario;Vietnam
Escazu;Rio Caribe;903;2012;0,7;U.S.A.;275;Trinitario;Venezuela
Escazu;Guapiles;414;2009;0,65;U.S.A.;2;nan;Costa Rica
Escazu;Carenero Superior;423;2009;0,81;U.S.A.;35;Criollo;Venezuela
Escazu;Carenero, Guapiles, Ocumare blend;431;2009;0,74;U.S.A.;275;nan;Cost Rica, Ven
Escazu;Ocumare;252;2008;0,72;U.S.A.;3;Criollo;Venezuela
Ethel's Artisan (Mars);Peru, Madagascar;666;2011;0,55;U.S.A.;25;nan;Peru, Madagascar
Ethel's Artisan (Mars);Trinidad;666;2011;0,55;U.S.A.;25;Trinitario;Trinidad
